ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,TaxRateArea_CITY,house_type,pool,coordinates
90803,53 BENNETT AVE  LONG BEACH CA  90803,265667.0,1476,2,3,2,1942,20177256037012,2016-07-18,LONG BEACH ,house,no,"(33.759710939999998, -118.14372555999999)"
90814,"444 OBISPO AVE, UNIT   7  LONG BEACH CA  90814",303000.0,775,1,1,1,1966,20177257004042,2016-07-19,LONG BEACH ,house,no,"(33.772623899999999, -118.1542649)"
90814,387 FREEMAN AVE  LONG BEACH CA  90814,357015.0,4066,6,6,6,1927,20177257011016,2016-07-18,LONG BEACH ,house,no,"(33.771277159999997, -118.15598174)"
90814,"363 NEWPORT AVE, UNIT 121  LONG BEACH CA  90814",136880.0,597,1,1,1,1972,20177257015043,2016-07-26,LONG BEACH ,house,no,"(33.770381659999998, -118.15164469)"
90814,330 NEWPORT AVE  LONG BEACH CA  90814,547056.0,3128,4,4,5,1969,20177257017010,2016-07-15,LONG BEACH ,house,no,"(33.76920028, -118.15100009)"
90814,"334 GLADYS AVE, 306  LONG BEACH CA  90814",380000.0,1018,1,2,2,1969,20177257023049,2016-07-21,LONG BEACH ,house,no,"(33.769395959999997, -118.15752951)"
90814,326 TEMPLE AVE  LONG BEACH CA  90814,272800.0,2228,3,4,3,1928,20177257024012,2016-07-12,LONG BEACH ,house,no,"(33.76919144, -118.15861577)"
90814,2930 E 3RD ST  LONG BEACH CA  90814,1895440.0,7025,8,12,8,1931,20177257025012,2016-07-15,LONG BEACH ,house,no,"(33.767791289999998, -118.15726169)"
90803,3127 E VISTA ST  LONG BEACH CA  90803,615726.0,2978,2,5,4,1984,20177257027019,2016-07-05,LONG BEACH ,house,no,"(33.76633168, -118.15509243)"
90804,1075 REDONDO AVE  LONG BEACH CA  90804,820000.0,1972,3,4,3,1922,20177258006006,2016-07-27,LONG BEACH ,house,no,"(33.780352819999997, -118.15274479999998)"
90804,819 NEWPORT AVE  LONG BEACH CA  90804,731134.0,2186,3,5,4,1934,20177258010022,2016-07-29,LONG BEACH ,house,no,"(33.77757373, -118.15162518)"
90804,717 ORIZABA AVE  LONG BEACH CA  90804,157432.0,3184,4,4,4,1923,20177258018016,2016-07-05,LONG BEACH ,house,no,"(33.775755850000003, -118.15693398000001)"
90804,774 REDONDO AVE  LONG BEACH CA  90804,1207598.0,6898,12,3,12,1930,20177258023020,2016-07-19,LONG BEACH ,house,no,"(33.77673712, -118.15206913)"
90814,"605 REDONDO AVE, UNIT 405  LONG BEACH CA  90814",369000.0,1121,1,2,2,1981,20177258027065,2016-07-15,LONG BEACH ,condo,no,"(33.773803790000002, -118.15274599)"
90814,617 ORIZABA AVE  LONG BEACH CA  90814,660000.0,1144,1,2,1,1912,20177258032014,2016-07-22,LONG BEACH ,house,no,"(33.773892109999998, -118.15708393)"
90804,"3501 E RANSOM ST, 103  LONG BEACH CA  90804",286000.0,840,1,2,2,1985,20177259005040,2016-07-20,LONG BEACH ,house,no,"(33.786937760000001, -118.15131493)"
90804,1519 OBISPO AVE  LONG BEACH CA  90804,1401200.0,4922,14,4,14,1923,20177259027021,2016-07-08,LONG BEACH ,house,no,"(33.786642569999998, -118.15489144)"
90804,1642 ORIZABA AVE  LONG BEACH CA  90804,430000.0,1346,1,3,1,1923,20177259028002,2016-07-18,LONG BEACH ,house,no,"(33.787885639999999, -118.15649263)"
90804,1702 SHERMAN PL  LONG BEACH CA  90804,2100550.0,9838,12,23,13,1964,20177260001027,2016-07-15,LONG BEACH ,house,no,"(33.788331130000003, -118.16577925999999)"
90804,"2343 E 17TH ST, UNIT 210  LONG BEACH CA  90804",220000.0,823,1,2,2,1986,20177260002047,2016-07-07,LONG BEACH ,condo,no,"(33.788395850000001, -118.16372396)"
90804,"1775 OHIO AVE, 308  LONG BEACH CA  90804",329000.0,1019,1,2,2,1993,20177260006065,2016-07-27,LONG BEACH ,condo,no,"(33.789511650000001, -118.16056589)"
90804,1608 OHIO AVE  LONG BEACH CA  90804,400000.0,992,1,2,2,1953,20177260008009,2016-07-15,LONG BEACH ,house,no,"(33.787337739999998, -118.1596163)"
90804,"1601 STANLEY AVE, 2  LONG BEACH CA  90804",295000.0,930,1,2,2,1987,20177260012062,2016-07-01,LONG BEACH ,house,no,"(33.787202630000003, -118.16251940000001)"
90804,"2332 E 17TH ST, NO 108  LONG BEACH CA  90804",172165.0,815,1,2,2,1986,20177260013036,2016-07-14,LONG BEACH ,condo,no,"(33.787821229999999, -118.16369736)"
90804,2514 E SPAULDING ST  LONG BEACH CA  90804,420000.0,1187,1,3,1,1927,20177260019019,2016-07-29,LONG BEACH ,house,no,"(33.785060909999999, -118.16176822)"
90813,1605 E 15TH ST  LONG BEACH CA  90813,240000.0,832,1,2,1,1923,20177261013006,2016-07-05,LONG BEACH ,house,no,"(33.786378749999997, -118.17166100999999)"
90804,1096 STANLEY AVE  LONG BEACH CA  90804,344838.0,1011,1,1,1,1922,20177262003002,2016-07-07,LONG BEACH ,house,no,"(33.780631960000001, -118.16199812000001)"
90804,2528 E 10TH ST  LONG BEACH CA  90804,275000.0,690,1,2,2,1944,20177262014032,2016-07-18,LONG BEACH ,house,no,"(33.778817019999998, -118.16145177999999)"
90804,837 TEMPLE AVE  LONG BEACH CA  90804,826910.0,4297,4,8,8,1963,20177262016018,2016-07-15,LONG BEACH ,house,no,"(33.777854320000003, -118.15927198)"
90804,776 STANLEY AVE  LONG BEACH CA  90804,670500.0,1685,2,4,2,1922,20177262019003,2016-07-29,LONG BEACH ,house,no,"(33.776756120000002, -118.16191243)"
90804,758 JUNIPERO AVE  LONG BEACH CA  90804,561000.0,1472,1,3,1,1920,20177262020006,2016-07-12,LONG BEACH ,house,no,"(33.776468039999997, -118.16299603)"
90814,665 MOLINO AVE  LONG BEACH CA  90814,64153.0,1718,3,4,3,1954,20177262030017,2016-07-12,LONG BEACH ,house,no,"(33.77476703, -118.16144964999999)"
90814,2124 E FLORIDA ST  LONG BEACH CA  90814,761581.0,4640,8,7,8,1933,20177263005019,2016-07-18,LONG BEACH ,house,no,"(33.77053334, -118.1659835)"
90814,355 JUNIPERO AVE  LONG BEACH CA  90814,937000.0,2808,1,4,2,1917,20177263005032,2016-07-26,LONG BEACH ,house,no,"(33.77062978, -118.1650293)"
90814,2132 E FLORIDA ST  LONG BEACH CA  90814,365958.0,5362,7,10,8,1972,20177263005037,2016-07-12,LONG BEACH ,house,no,"(33.770533499999999, -118.16581916)"
90814,2106 E BERMUDA ST  LONG BEACH CA  90814,652532.0,9888,15,11,15,1922,20177263006018,2016-07-18,LONG BEACH ,house,no,"(33.76958741, -118.16647741)"
90814,"333 JUNIPERO AVE, APT 001K  LONG BEACH CA  90814",185204.0,1048,1,2,1,1966,20177263006043,2016-07-25,LONG BEACH ,condo,no,"(33.76953091, -118.16536013)"
90814,"333 JUNIPERO AVE, APT 002B  LONG BEACH CA  90814",435000.0,1109,1,2,2,1966,20177263006052,2016-07-08,LONG BEACH ,condo,no,"(33.76953091, -118.16536013)"
90814,"333 JUNIPERO AVE, APT 003C  LONG BEACH CA  90814",415000.0,1114,1,2,2,1966,20177263006069,2016-07-22,LONG BEACH ,condo,no,"(33.76953091, -118.16536013)"
90803,255 LINDERO AVE  LONG BEACH CA  90803,700000.0,1700,2,3,2,1930,20177263009005,2016-07-01,LONG BEACH ,house,no,"(33.767560580000001, -118.16309477)"
90814,2347 E 3RD ST  LONG BEACH CA  90814,830000.0,1607,1,2,2,1937,20177263010001,2016-07-15,LONG BEACH ,house,no,"(33.76829223, -118.16431699)"
90803,271 MOLINO AVE  LONG BEACH CA  90803,2501545.0,11242,16,22,16,1964,20177263017030,2016-07-14,LONG BEACH ,house,yes,"(33.767030169999998, -118.16091833999999)"
90814,"390 WISCONSIN AVE, NO 201  LONG BEACH CA  90814",196422.0,968,1,2,2,1982,20177263019053,2016-07-21,LONG BEACH ,condo,no,"(33.77141057, -118.16135092)"
90814,2449 E 5TH ST  LONG BEACH CA  90814,696826.0,6834,11,13,12,1963,20177263021029,2016-07-18,LONG BEACH ,house,no,"(33.772869040000003, -118.16213358)"
90814,2525 E 5TH ST  LONG BEACH CA  90814,219654.0,1114,1,2,1,1925,20177263021032,2016-07-21,LONG BEACH ,house,no,"(33.772868529999997, -118.16164017)"
90814,349 N COLORADO PL  LONG BEACH CA  90814,70505.0,3116,5,6,5,1922,20177263025006,2016-07-25,LONG BEACH ,house,no,"(33.76987785, -118.15983822)"
90814,"2767 E 3RD ST, UNIT 24  LONG BEACH CA  90814",308000.0,815,1,2,2,1964,20177263026057,2016-07-01,LONG BEACH ,condo,no,"(33.768300259999997, -118.15914865000001)"
90803,3010 E VISTA ST  LONG BEACH CA  90803,1037192.0,3238,2,5,3,1947,20177264005003,2016-07-20,LONG BEACH ,house,no,"(33.765756539999998, -118.15640974999999)"
90803,"188 TEMPLE AVE, APT 0201  LONG BEACH CA  90803",144169.0,1176,1,2,2,1971,20177264008031,2016-07-06,LONG BEACH ,condo,no,"(33.764519180000001, -118.15884866)"
90803,3001 E 1ST ST  LONG BEACH CA  90803,1080389.0,2815,1,3,3,1936,20177264009020,2016-07-22,LONG BEACH ,house,no,"(33.763695579999997, -118.15722029999999)"
90803,3134 E 2ND ST  LONG BEACH CA  90803,2185000.0,7982,9,16,9,1953,20177264010006,2016-07-15,LONG BEACH ,house,no,"(33.76363851, -118.15465364000001)"
90803,3124 E 1ST ST  LONG BEACH CA  90803,662146.0,6015,4,9,8,1953,20177264015005,2016-07-15,LONG BEACH ,house,no,"(33.762525799999999, -118.15517527)"
90803,"2999 E OCEAN BLVD, NO 120  LONG BEACH CA  90803",733000.0,1510,1,2,2,1967,20177264017021,2016-07-26,LONG BEACH ,condo,no,"(33.762564959999999, -118.15816868)"
90803,"2204 E 1ST ST, APT 0008  LONG BEACH CA  90803",320000.0,712,1,1,1,1962,20177264021028,2016-07-25,LONG BEACH ,house,no,"(33.764749090000002, -118.16534120999999)"
90803,"2601 E OCEAN BLVD, NO 610  LONG BEACH CA  90803",135961.0,672,1,1,1,1973,20177264023083,2016-07-20,LONG BEACH ,condo,no,"(33.76336482, -118.16202216000001)"
90803,"2100 E 2ND ST, APT 0406  LONG BEACH CA  90803",402000.0,1014,1,2,2,1966,20177264028046,2016-07-07,LONG BEACH ,condo,no,"(33.765963829999997, -118.16580274)"
90803,"2121 E 1ST ST, UNIT 305  LONG BEACH CA  90803",482000.0,1249,1,2,2,1972,20177264028108,2016-07-29,LONG BEACH ,condo,no,"(33.765448229999997, -118.16578518)"
90803,222 KENNEBEC AVE  LONG BEACH CA  90803,604000.0,1231,1,2,2,1925,20177264029001,2016-07-12,LONG BEACH ,house,no,"(33.766334809999996, -118.16391648)"
90803,"2319 E 2ND ST, UNIT   2  LONG BEACH CA  90803",540000.0,1363,1,3,2,1980,20177264029053,2016-07-18,LONG BEACH ,condo,no,"(33.766145000000002, -118.16361698999999)"
90802,1027 E 2ND ST  LONG BEACH CA  90802,1495000.0,4288,5,6,5,1921,20177265002027,2016-07-20,LONG BEACH ,house,no,"(33.768420810000002, -118.17974350999999)"
90802,"1020 E 2ND ST, NO 3  LONG BEACH CA  90802",269000.0,605,1,1,1,1955,20177265002097,2016-07-22,LONG BEACH ,house,no,"(33.7679349, -118.18003696)"
90802,"38 N ALBONI PL, APT 0005  LONG BEACH CA  90802",230000.0,606,1,1,1,1955,20177265003044,2016-07-28,LONG BEACH ,house,no,"(33.767017619999997, -118.18141953999999)"
90802,"1022 E 1ST ST, NO 11  LONG BEACH CA  90802",250000.0,646,1,1,1,1956,20177265003149,2016-07-21,LONG BEACH ,house,no,"(33.766861890000001, -118.18023789999999)"
90802,"1 3RD PL, NO 104  LONG BEACH CA  90802",186062.0,740,1,1,1,1976,20177265005020,2016-07-26,LONG BEACH ,condo,no,"(33.765500099999997, -118.17995690000001)"
90802,"1 3RD PL, UNIT 803  LONG BEACH CA  90802",321973.0,970,1,1,1,1976,20177265005054,2016-07-01,LONG BEACH ,condo,no,"(33.765500099999997, -118.17995690000001)"
90802,"1000 E OCEAN BLVD, UNIT 403  LONG BEACH CA  90802",872000.0,1409,1,3,2,2004,20177265005124,2016-07-27,LONG BEACH ,condo,no,"(33.765388129999998, -118.18107614)"
90802,"1030 E OCEAN BLVD, 704  LONG BEACH CA  90802",295000.0,620,1,1,1,1923,20177265005195,2016-07-20,LONG BEACH ,house,no,"(33.765394049999998, -118.18043394999999)"
90802,"1250 E OCEAN BLVD, APT 0307  LONG BEACH CA  90802",56348.0,1103,1,2,2,1958,20177265007171,2016-07-21,LONG BEACH ,house,no,"(33.765220829999997, -118.17629493)"
90802,"1200 E OCEAN BLVD, NO 69  LONG BEACH CA  90802",286629.0,1316,1,2,2,1958,20177265007207,2016-07-01,LONG BEACH ,house,no,"(33.765152690000001, -118.17726983999999)"
90802,1236 E 1ST ST  LONG BEACH CA  90802,1271695.0,10586,14,12,14,1928,20177265009007,2016-07-18,LONG BEACH ,house,no,"(33.76634945, -118.17631004)"
90802,"1139 E OCEAN BLVD, NO 205  LONG BEACH CA  90802",357000.0,1181,1,2,2,1959,20177265009090,2016-07-15,LONG BEACH ,house,no,"(33.766109649999997, -118.17809581)"
90802,"1101 E OCEAN BLVD, UNIT   4  LONG BEACH CA  90802",237500.0,599,1,1,1,1957,20177265009112,2016-07-25,LONG BEACH ,house,no,"(33.766200519999998, -118.17879271)"
90802,136 ORANGE AVE  LONG BEACH CA  90802,286387.0,726,1,3,1,1909,20177265011001,2016-07-12,LONG BEACH ,house,no,"(33.76748027, -118.17679688)"
90802,"219 ESPERANZA AVE, 6  LONG BEACH CA  90802",111490.0,580,1,1,1,1955,20177265011087,2016-07-19,LONG BEACH ,house,no,"(33.76806741, -118.17529052)"
90802,1335 E 2ND ST  LONG BEACH CA  90802,156351.0,6580,8,8,8,1924,20177265012031,2016-07-08,LONG BEACH ,house,no,"(33.767799150000002, -118.17420241000001)"
90802,"1311 E 1ST ST, NO 11  LONG BEACH CA  90802",170000.0,657,1,1,1,1956,20177265012076,2016-07-29,LONG BEACH ,house,no,"(33.76679377, -118.17492643)"
90802,"1405 E 1ST ST, NO 2  LONG BEACH CA  90802",179689.0,616,1,1,1,1963,20177265012233,2016-07-29,LONG BEACH ,house,no,"(33.766706769999999, -118.17425102999999)"
90802,"1635 E OCEAN BLVD, APT 00F3  LONG BEACH CA  90802",431819.0,1215,1,2,2,1970,20177265014054,2016-07-22,LONG BEACH ,condo,no,"(33.765338870000001, -118.17221239)"
90802,"1531 E OCEAN BLVD, 4  LONG BEACH CA  90802",633786.0,2312,1,2,2,1983,20177265014127,2016-07-19,LONG BEACH ,condo,no,"(33.765441680000002, -118.17300091)"
90802,"1750 E OCEAN BLVD, NO 205  LONG BEACH CA  90802",735000.0,1116,1,2,2,1975,20177265016041,2016-07-29,LONG BEACH ,condo,no,"(33.764349899999999, -118.17113284)"
90802,"1750 E OCEAN BLVD, NO 302  LONG BEACH CA  90802",415000.0,632,1,1,1,1975,20177265016051,2016-07-01,LONG BEACH ,condo,no,"(33.764349899999999, -118.17113284)"
90802,"1901 E OCEAN BLVD, 202  LONG BEACH CA  90802",407436.0,1528,1,2,3,1992,20177265018088,2016-07-25,LONG BEACH ,condo,no,"(33.764892660000001, -118.16881792)"
90802,1820 E 2ND ST  LONG BEACH CA  90802,972020.0,7337,11,7,11,1923,20177265020006,2016-07-18,LONG BEACH ,house,no,"(33.76653048, -118.16931174)"
90802,1904 E 2ND ST  LONG BEACH CA  90802,715295.0,7318,9,9,9,1923,20177265020009,2016-07-18,LONG BEACH ,house,no,"(33.766460119999998, -118.16877520000001)"
90802,"850 E OCEAN BLVD, NO  1503  LONG BEACH CA  90802",1061800.0,2777,1,3,3,1992,20177265022176,2016-07-12,LONG BEACH ,condo,no,"(33.765635680000003, -118.18208102)"
90802,"1174 E OCEAN BLVD, UNIT 1  LONG BEACH CA  90802",272000.0,806,1,1,1,1954,20177265023001,2016-07-20,LONG BEACH ,house,no,"(33.765187490000002, -118.17753804)"
90813,1538 E HELLMAN ST  LONG BEACH CA  90813,484000.0,920,1,2,1,1921,20177266001023,2016-07-22,LONG BEACH ,house,no,"(33.775972080000003, -118.17232359)"
90813,1121 E 7TH ST  LONG BEACH CA  90813,445866.0,1932,1,4,4,1927,20177266003021,2016-07-21,LONG BEACH ,house,no,"(33.775625830000003, -118.17742453)"
90802,444 ALAMITOS AVE  LONG BEACH CA  90802,321000.0,878,1,1,2,1925,20177266008018,2016-07-26,LONG BEACH ,house,no,"(33.772388960000001, -118.18088014)"
90802,"1237 E 6TH ST, NO 303  LONG BEACH CA  90802",209100.0,615,1,1,1,1986,20177266012054,2016-07-01,LONG BEACH ,condo,no,"(33.77442035, -118.17547512)"
90802,"550 ORANGE AVE, NO 142  LONG BEACH CA  90802",314900.0,930,1,2,2,1985,20177266013069,2016-07-26,LONG BEACH ,condo,no,"(33.773606620000002, -118.17574605)"
90802,"550 ORANGE AVE, NO 217  LONG BEACH CA  90802",200000.0,686,1,1,1,1985,20177266013095,2016-07-19,LONG BEACH ,condo,no,"(33.773606620000002, -118.17574605)"
90802,"550 ORANGE AVE, APT 340  LONG BEACH CA  90802",202123.0,686,1,1,1,1985,20177266013169,2016-07-18,LONG BEACH ,condo,no,"(33.773606620000002, -118.17574605)"
90802,601 ROSE AVE  LONG BEACH CA  90802,825380.0,2050,4,4,4,1929,20177266022006,2016-07-26,LONG BEACH ,house,no,"(33.774569309999997, -118.170045)"
90813,1235 MAHANNA AVE  LONG BEACH CA  90813,708846.0,3383,4,9,5,1964,20177267003016,2016-07-18,LONG BEACH ,house,no,"(33.782072200000002, -118.17527619000001)"
90813,1061 CERRITOS AVE  LONG BEACH CA  90813,912900.0,2672,4,8,4,1985,20177267005011,2016-07-06,LONG BEACH ,house,no,"(33.780086650000001, -118.17781959)"
90813,1036 CERRITOS AVE  LONG BEACH CA  90813,595000.0,2780,2,6,6,2000,20177267006035,2016-07-19,LONG BEACH ,house,no,"(33.779679690000002, -118.17718164)"
90813,1094 ORANGE AVE  LONG BEACH CA  90813,415000.0,1672,1,3,1,1942,20177267007004,2016-07-29,LONG BEACH ,house,no,"(33.780627150000001, -118.17618194000001)"
90813,1641 E 10TH ST  LONG BEACH CA  90813,399000.0,842,1,2,1,1919,20177267011018,2016-07-21,LONG BEACH ,house,no,"(33.779152369999998, -118.17105357)"
90813,1090 VINA AVE  LONG BEACH CA  90813,358900.0,912,1,3,2,1980,20177267013022,2016-07-01,LONG BEACH ,house,no,"(33.780638680000003, -118.16909837999999)"
90813,1350 E 10TH ST  LONG BEACH CA  90813,380221.0,2275,4,3,4,1937,20177267022015,2016-07-29,LONG BEACH ,house,no,"(33.778710269999998, -118.17423952)"
90813,1631 E 7TH ST  LONG BEACH CA  90813,580000.0,1984,2,4,2,1914,20177267028027,2016-07-15,LONG BEACH ,house,no,"(33.775646070000001, -118.17128812)"
90813,1407 ORANGE AVE  LONG BEACH CA  90813,445000.0,1192,1,3,1,1919,20177268019015,2016-07-21,LONG BEACH ,house,no,"(33.784868959999997, -118.17660979)"
90813,1030 E 15TH ST  LONG BEACH CA  90813,369000.0,1128,2,2,2,1943,20177268021014,2016-07-28,LONG BEACH ,house,no,"(33.786052920000003, -118.17988239)"
90813,1073 E 15TH ST  LONG BEACH CA  90813,332866.0,1715,1,3,2,1934,20177268022014,2016-07-05,LONG BEACH ,house,no,"(33.786496040000003, -118.17917511)"
90813,1757 PINE AVE  LONG BEACH CA  90813,930000.0,4961,6,7,6,1929,20177269009008,2016-07-29,LONG BEACH ,house,no,"(33.789159339999998, -118.19275852)"
90813,1576 LOCUST AVE  LONG BEACH CA  90813,1762140.0,8008,12,13,12,1963,20177269017032,2016-07-21,LONG BEACH ,house,no,"(33.786712170000001, -118.19069509000001)"
90813,1602 LOCUST AVE  LONG BEACH CA  90813,231971.0,1181,1,2,1,1914,20177269018008,2016-07-11,LONG BEACH ,house,no,"(33.787288320000002, -118.19080425999999)"
90813,1339 LINDEN AVE  LONG BEACH CA  90813,237615.0,2247,1,4,2,1911,20177269028013,2016-07-26,LONG BEACH ,house,no,"(33.783357580000001, -118.18705049999998)"
90813,1455 CHESTNUT AVE  LONG BEACH CA  90813,725840.0,4708,4,10,9,1925,20177269040032,2016-07-13,LONG BEACH ,house,no,"(33.785395360000003, -118.19664862)"
90813,1426 CHESTNUT AVE  LONG BEACH CA  90813,329605.0,3990,9,1,9,1946,20177269041024,2016-07-12,LONG BEACH ,house,no,"(33.784597140000002, -118.19598014)"
90813,1044 CEDAR AVE  LONG BEACH CA  90813,852600.0,3744,5,6,7,1941,20177272005028,2016-07-28,LONG BEACH ,house,no,"(33.779889169999997, -118.19467577)"
90813,1048 MAGNOLIA AVE  LONG BEACH CA  90813,474700.0,1392,1,2,1,1907,20177272007020,2016-07-06,LONG BEACH ,house,no,"(33.779841429999998, -118.1976557)"
90813,432 W 11TH ST  LONG BEACH CA  90813,378147.0,2481,2,5,2,1954,20177272007028,2016-07-01,LONG BEACH ,house,no,"(33.779966539999997, -118.19727942999999)"
90813,"921 PACIFIC AVE, NO 8  LONG BEACH CA  90813",50774.0,597,1,1,1,1959,20177272012025,2016-07-22,LONG BEACH ,house,no,"(33.778212539999998, -118.19412869)"
90813,863 MAGNOLIA AVE  LONG BEACH CA  90813,318000.0,1056,1,2,3,1991,20177272016039,2016-07-01,LONG BEACH ,condo,no,"(33.777379070000002, -118.19842525)"
90813,"403 W 7TH ST, NO 207  LONG BEACH CA  90813",249000.0,862,1,1,2,1984,20177272018046,2016-07-28,LONG BEACH ,condo,no,"(33.775618489999999, -118.19685121000001)"
90813,"728 CEDAR AVE, APT 0023  LONG BEACH CA  90813",132500.0,602,1,1,1,1956,20177272020039,2016-07-26,LONG BEACH ,house,no,"(33.776025230000002, -118.19467269)"
90802,"645 PACIFIC AVE, NO 307  LONG BEACH CA  90802",340000.0,865,1,2,2,1984,20177272021045,2016-07-20,LONG BEACH ,condo,no,"(33.774962479999999, -118.19412729)"
90802,"225 W 6TH ST, 204  LONG BEACH CA  90802",159900.0,554,1,1,1,1978,20177272021117,2016-07-08,LONG BEACH ,house,no,"(33.774441209999999, -118.19420637)"
90802,"225 W 6TH ST, 513  LONG BEACH CA  90802",165000.0,554,1,1,1,1978,20177272021152,2016-07-26,LONG BEACH ,house,no,"(33.774441209999999, -118.19420637)"
90802,"628 DAISY AVE, UNIT 425  LONG BEACH CA  90802",140690.0,913,1,2,2,1985,20177272024113,2016-07-06,LONG BEACH ,condo,no,"(33.77473543, -118.19901365)"
90813,120 E 12TH ST  LONG BEACH CA  90813,520045.0,10304,16,17,17,1956,20177273006005,2016-07-01,LONG BEACH ,house,no,"(33.781069330000001, -118.19185593)"
90813,124 E 12TH ST  LONG BEACH CA  90813,1590000.0,5727,10,10,10,1980,20177273006006,2016-07-22,LONG BEACH ,house,no,"(33.781069010000003, -118.19169141)"
90813,"901 LINDEN AVE, APT 0014  LONG BEACH CA  90813",156000.0,581,1,1,1,1962,20177273010034,2016-07-29,LONG BEACH ,house,no,"(33.778002630000003, -118.186734)"
90813,"801 PINE AVE, NO   209  LONG BEACH CA  90813",95222.0,1018,1,2,2,1990,20177273015043,2016-07-22,LONG BEACH ,condo,no,"(33.776858830000002, -118.19275123)"
90813,"723 ELM AVE, APT 000J  LONG BEACH CA  90813",160000.0,796,1,2,1,1957,20177273020035,2016-07-05,LONG BEACH ,house,no,"(33.775792090000003, -118.18804331)"
90813,1060 OLIVE AVE  LONG BEACH CA  90813,2298930.0,12270,16,32,16,1985,20177274011030,2016-07-11,LONG BEACH ,house,no,"(33.78017783, -118.18253847)"
90813,642 E 10TH ST  LONG BEACH CA  90813,475000.0,1198,2,3,2,1918,20177274015023,2016-07-01,LONG BEACH ,house,no,"(33.778786160000003, -118.18389503)"
90813,"819 ATLANTIC AVE, 1  LONG BEACH CA  90813",317000.0,1219,1,2,2,1995,20177274016049,2016-07-01,LONG BEACH ,condo,no,"(33.776937840000002, -118.18542811)"
90813,702 E 7TH ST  LONG BEACH CA  90813,559000.0,1878,4,4,4,1926,20177274019003,2016-07-15,LONG BEACH ,house,no,"(33.775161400000002, -118.18347920000001)"
90813,744 LIME AVE  LONG BEACH CA  90813,703200.0,3328,4,4,4,1922,20177274020002,2016-07-22,LONG BEACH ,house,no,"(33.776226989999998, -118.18346918)"
90813,941 N WASHINGTON PL  LONG BEACH CA  90813,525000.0,1720,2,6,2,1989,20177274022012,2016-07-08,LONG BEACH ,house,no,"(33.778640320000001, -118.1815033)"
90813,821 E 9TH ST  LONG BEACH CA  90813,165000.0,594,1,1,1,1983,20177274022053,2016-07-27,LONG BEACH ,condo,no,"(33.77809671, -118.18153947)"
90802,"1057 E 3RD ST, UNIT  2E  LONG BEACH CA  90802",281000.0,811,1,2,1,1958,20177275001151,2016-07-19,LONG BEACH ,house,no,"(33.770770949999999, -118.17889341)"
90802,"940 E 3RD ST, UNIT  21  LONG BEACH CA  90802",448000.0,1316,1,2,2,1981,20177275002121,2016-07-15,LONG BEACH ,condo,no,"(33.770351830000003, -118.18053721)"
90802,"1100 E 4TH ST, UNIT   R  LONG BEACH CA  90802",230000.0,662,1,1,1,1980,20177275005094,2016-07-21,LONG BEACH ,condo,no,"(33.771449709999999, -118.17770772999999)"
90802,"1506 E 4TH ST, UNIT 203  LONG BEACH CA  90802",274000.0,793,1,2,2,1979,20177275007037,2016-07-26,LONG BEACH ,house,no,"(33.771423140000003, -118.17288422999999)"
90802,1442 E FLORIDA ST  LONG BEACH CA  90802,420997.0,2914,3,5,4,1939,20177275008006,2016-07-29,LONG BEACH ,house,no,"(33.770544409999999, -118.17316482)"
90802,"1449 E 3RD ST, 3  LONG BEACH CA  90802",299000.0,810,1,2,2,1990,20177275008060,2016-07-01,LONG BEACH ,house,no,"(33.770070840000002, -118.1731636)"
90802,"1575 E APPLETON ST, UNIT  12  LONG BEACH CA  90802",143504.0,665,1,1,1,1958,20177275012078,2016-07-19,LONG BEACH ,house,no,"(33.768774659999998, -118.17209507)"
90802,"1625 E APPLETON ST, UNIT  3F  LONG BEACH CA  90802",116837.0,919,1,2,2,1964,20177275012110,2016-07-11,LONG BEACH ,house,no,"(33.76870615, -118.17157453999999)"
90802,1750 E 3RD ST  LONG BEACH CA  90802,1028604.0,6732,16,16,16,1923,20177275013020,2016-07-18,LONG BEACH ,house,no,"(33.768966130000003, -118.16995332)"
90802,1848 E FLORIDA ST  LONG BEACH CA  90802,343971.0,1070,1,2,1,1913,20177275018003,2016-07-29,LONG BEACH ,house,no,"(33.770610529999999, -118.16883407)"
90802,"1823 E APPLETON ST, NO 1  LONG BEACH CA  90802",150000.0,553,1,1,1,1923,20177275019085,2016-07-05,LONG BEACH ,house,no,"(33.768365160000002, -118.16897427000001)"
90802,"400 W OCEAN BLVD, NO   204  LONG BEACH CA  90802",460000.0,1070,1,2,2,2007,20177278004024,2016-07-12,LONG BEACH ,condo,no,"(33.766668000000003, -118.19674221)"
90802,"400 W OCEAN BLVD, NO   704  LONG BEACH CA  90802",525000.0,1070,1,2,2,2007,20177278004054,2016-07-15,LONG BEACH ,condo,no,"(33.766668000000003, -118.19674221)"
90802,"400 W OCEAN BLVD, NO  3002  LONG BEACH CA  90802",1391000.0,3290,1,2,3,2007,20177278004152,2016-07-05,LONG BEACH ,condo,no,"(33.766668000000003, -118.19674221)"
90802,"411 W SEASIDE WAY, 505  LONG BEACH CA  90802",469000.0,1040,1,2,2,2007,20177278004183,2016-07-28,LONG BEACH ,condo,no,"(33.766160769999999, -118.19686326)"
