,PropertyLocation,TotalValue,RecordingDate,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,townhouse,pool,condo,pud,owned
4504,6903 WOODWARD AVE  BELL CA  90201,$378000.00,20160728,1343,1,2,1,1939,no,no,no,no,no
4505,6801 SHERMAN WAY  BELL CA  90201,$575890.00,20160721,4356,4,9,6,1969,no,no,no,no,no
4506,5974 LUDELL ST  BELL GARDENS CA  90201,$650000.00,20160721,2550,4,6,4,1957,no,no,no,no,no
4507,6120 LUBEC ST  BELL GARDENS CA  90201,$560000.00,20160726,2004,3,7,3,1942,no,no,no,no,no
4508,5861 AGRA ST  BELL GARDENS CA  90201,$54024.00,20160729,1716,2,5,3,1958,no,yes,no,no,no
4509,2211 FITZGERALD AVE  COMMERCE CA  90040,$47054.00,20160721,872,1,2,1,1947,no,no,no,no,no
4510,1701 MALDEN DR  MONTEBELLO CA  90640,$399000.00,20160725,1057,1,3,2,1943,no,no,no,no,no
4511,945 LEONARD PL  LOS ANGELES CA  90022,$603966.00,20160725,3396,4,6,4,1953,no,no,no,no,no
4512,5968 NORTHSIDE DR  LOS ANGELES CA  90022,$56140.00,20160729,1590,1,3,2,1948,no,no,no,no,no
4513,1026 HENDRICKS AVE  LOS ANGELES CA  90022,$352066.00,20160726,2724,4,5,4,1948,no,no,no,no,no
4514,506 S HILLVIEW AVE  LOS ANGELES CA  90022,$365000.00,20160729,947,1,2,1,1928,no,no,no,no,no
4515,3501 W VIA CORONA  MONTEBELLO CA  90640,$279132.00,20160728,1919,1,3,1,1940,no,no,no,no,no
4516,549 S GERHART AVE  LOS ANGELES CA  90022,$396090.00,20160726,1226,1,3,2,1937,no,yes,no,no,no
4517,564 S GERHART AVE  LOS ANGELES CA  90022,$427596.00,20160729,2827,3,6,3,1965,no,no,no,no,no
4518,552 KEENAN AVE  LOS ANGELES CA  90022,$427026.00,20160729,1988,3,4,3,1948,no,no,no,no,no
4519,3021 W VIA CORONA  MONTEBELLO CA  90640,$525000.00,20160729,1440,1,4,2,1953,no,no,no,no,no
4520,422 N 19TH ST  MONTEBELLO CA  90640,$530000.00,20160729,1407,1,3,2,1951,no,no,no,no,no
4521,323 N TAYLOR AVE  MONTEBELLO CA  90640,$532692.00,20160729,2412,1,4,2,1974,no,yes,no,no,no
4522,913 W MADISON AVE  MONTEBELLO CA  90640,$699000.00,20160727,3320,1,6,3,1978,no,no,no,no,no
4523,104 E MADISON AVE  MONTEBELLO CA  90640,$457000.00,20160722,1769,1,3,1,1962,no,no,no,no,no
4524,109 W MADISON AVE  MONTEBELLO CA  90640,$435000.00,20160722,1036,1,3,1,1923,no,no,no,no,no
4525,276 MAIDEN LN  MONTEBELLO CA  90640,$421000.00,20160722,1095,1,3,1,1934,no,no,no,no,no
4526,220 N POPLAR AVE  MONTEBELLO CA  90640,$408000.00,20160721,1106,1,3,1,1946,no,no,no,no,no
4527,"703 W ROOSEVELT AVE, A  MONTEBELLO CA  90640",$635000.00,20160727,2881,2,5,4,1991,no,no,no,no,no
4528,616 S 3RD ST  MONTEBELLO CA  90640,$44729.00,20160722,961,1,3,1,1943,no,no,no,no,no
4529,652 S 4TH ST  MONTEBELLO CA  90640,$65404.00,20160722,1415,1,2,2,1948,no,no,no,no,no
4530,113 S 10TH ST  MONTEBELLO CA  90640,$45785.00,20160721,904,1,3,2,1923,no,no,no,no,no
4531,1412 W OLYMPIC BLVD  MONTEBELLO CA  90640,$60063.00,20160722,889,1,0,0,1936,no,no,no,no,no
4532,827 SAN MARINO AVE  MONTEBELLO CA  90640,$440000.00,20160722,1383,1,2,1,1950,no,no,no,no,no
4533,6440 FERGUSON DR  COMMERCE CA  90022,$361407.00,20160722,1362,1,2,2,1949,no,no,no,no,no
4534,1108 S MONTEBELLO BLVD  MONTEBELLO CA  90640,$300310.00,20160727,1285,1,3,2,1955,no,no,no,no,no
4535,1040 S 5TH ST  MONTEBELLO CA  90640,$430000.00,20160728,1219,1,3,1,1955,no,no,no,no,no
4536,1425 S GREENWOOD AVE  MONTEBELLO CA  90640,$960716.00,20160726,11964,16,27,17,1961,no,yes,no,no,no
4537,5806 TODD AVE  COMMERCE CA  90040,$367570.00,20160722,1346,1,3,2,1955,no,no,no,no,no
4538,6856 GAGE AVE  BELL GARDENS CA  90201,$82790.00,20160726,5995,9,10,9,1945,no,no,no,no,no
4539,9646 JULIUS AVE  DOWNEY CA  90240,$69864.00,20160725,1251,1,3,2,1952,no,no,no,no,no
4540,9904 NORLAIN AVE  DOWNEY CA  90240,$656700.00,20160727,2199,1,4,3,1964,no,yes,no,no,no
4541,7732 GAINFORD ST  DOWNEY CA  90240,$285862.00,20160727,2793,1,6,4,1970,no,no,no,no,no
4542,8149 RAVILLER DR  DOWNEY CA  90240,$650000.00,20160725,2399,1,4,3,1960,no,no,no,no,no
4543,9537 ORIZABA AVE  DOWNEY CA  90240,$490000.00,20160726,1414,1,4,2,1956,no,no,no,no,no
4544,8008 ALLENGROVE ST  DOWNEY CA  90240,$416667.00,20160721,1590,1,3,2,1953,no,yes,no,no,no
4545,9102 BROCK AVE  DOWNEY CA  90240,$615460.00,20160728,1600,1,3,2,1958,no,no,no,no,no
4546,8816 SMALLWOOD AVE  DOWNEY CA  90240,$339173.00,20160726,2551,1,4,3,1979,no,no,no,no,no
4547,7749 BOTANY ST  DOWNEY CA  90240,$650000.00,20160727,2781,1,4,3,1962,no,no,no,no,no
4548,9323 TWEEDY LN  DOWNEY CA  90240,$654029.00,20160722,3244,1,4,4,1943,no,yes,no,no,no
4549,7313 CLEARGROVE DR  DOWNEY CA  90240,$580000.00,20160728,1207,1,3,2,1952,no,no,no,no,no
4550,8826 STAMPS RD  DOWNEY CA  90240,$331147.00,20160727,1332,1,3,2,1968,no,no,no,no,no
4551,8365 TERRADELL ST  PICO RIVERA CA  90660,$425000.00,20160729,1065,1,3,1,1951,no,no,no,no,no
4552,7717 CROSSWAY DR  PICO RIVERA CA  90660,$48319.00,20160725,1128,1,2,1,1951,no,no,no,no,no
4553,6430 SILVERETTE DR  PICO RIVERA CA  90660,$259953.00,20160728,940,1,3,1,1950,no,no,no,no,no
4554,8529 CARRON DR  PICO RIVERA CA  90660,$369683.00,20160726,1480,1,3,2,1957,no,no,no,no,no
4555,5101 RICHMOND DR  PICO RIVERA CA  90660,$307697.00,20160728,1324,2,3,2,1956,no,no,no,no,no
4556,5289 MANZANAR AVE  PICO RIVERA CA  90660,$463000.00,20160729,1153,1,3,2,1955,no,yes,no,no,no
4557,5288 MANZANAR AVE  PICO RIVERA CA  90660,$260299.00,20160721,1111,1,3,1,1955,no,no,no,no,no
4558,4627 OAK ST  PICO RIVERA CA  90660,$405000.00,20160725,1210,1,4,2,1946,no,no,no,no,no
4559,4928 LINDSEY AVE  PICO RIVERA CA  90660,$275867.00,20160728,2036,1,5,2,1929,no,no,no,no,no
4560,9223 MINES AVE  PICO RIVERA CA  90660,$455000.00,20160722,1669,1,4,2,1953,no,no,no,no,no
4561,9423 HOMEBROOK ST  PICO RIVERA CA  90660,$418000.00,20160722,1401,1,2,2,1952,no,no,no,no,no
4562,6755 CORD AVE  PICO RIVERA CA  90660,$387000.00,20160729,938,1,2,1,1950,no,no,no,no,no
4563,7244 BEQUETTE AVE  PICO RIVERA CA  90660,$64458.00,20160721,1386,1,2,1,1955,no,no,no,no,no
4564,7341 CITRONELL AVE  PICO RIVERA CA  90660,$449000.00,20160721,1607,1,4,1,1953,no,no,no,no,no
4565,7557 PASSONS BLVD  PICO RIVERA CA  90660,$283608.00,20160728,890,1,2,1,1950,no,no,no,no,no
4566,7451 BEQUETTE AVE  PICO RIVERA CA  90660,$435000.00,20160729,1064,1,3,1,1950,no,no,no,no,no
4567,8016 LEMORAN AVE  PICO RIVERA CA  90660,$495000.00,20160722,1729,1,3,3,1971,no,no,no,no,no
4568,9617 LUNDAHL DR  PICO RIVERA CA  90660,$45995.00,20160726,768,1,2,1,1949,no,no,no,no,no
4569,9674 BASCOM ST  PICO RIVERA CA  90660,$444000.00,20160722,1305,1,3,1,1952,no,yes,no,no,no
4570,9632 WHEELOCK ST  PICO RIVERA CA  90660,$48111.00,20160728,888,1,3,1,1953,no,no,no,no,no
4571,9405 BURKE ST  PICO RIVERA CA  90660,$327322.00,20160726,832,1,2,1,1953,no,no,no,no,no
4572,9773 MYRON ST  PICO RIVERA CA  90660,$425000.00,20160729,1242,1,4,2,1954,no,no,no,no,no
4573,9503 SHADE LN  PICO RIVERA CA  90660,$298049.00,20160726,1412,1,4,2,1956,no,no,no,no,no
4574,8328 DALEWOOD AVE  PICO RIVERA CA  90660,$425000.00,20160728,905,1,3,1,1951,no,no,no,no,no
4575,8563 EGLISE AVE  PICO RIVERA CA  90660,$44948.00,20160725,864,1,2,1,1950,no,no,no,no,no
4576,8824 SONGFEST DR  PICO RIVERA CA  90660,$373813.00,20160729,1346,1,3,2,1970,no,no,no,no,no
4577,9662 TELEGRAPH RD  DOWNEY CA  90240,$500000.00,20160729,756,1,2,1,1950,no,no,no,no,no
4578,9256 KLINEDALE AVE  DOWNEY CA  90240,$420000.00,20160721,756,1,2,1,1950,no,no,no,no,no
4579,9248 DALEWOOD AVE  DOWNEY CA  90240,$606900.00,20160726,2382,1,6,3,1959,no,no,no,no,no
4580,9226 SHELLYFIELD RD  DOWNEY CA  90240,$593106.00,20160725,3248,1,4,3,1966,no,yes,no,no,no
4581,9600 GARNISH DR  DOWNEY CA  90240,$251985.00,20160727,3225,1,4,3,1955,no,yes,no,no,no
4582,9915 MATTOCK AVE  DOWNEY CA  90240,$915000.00,20160726,3341,1,4,5,1979,no,yes,no,no,no
4583,15354 BADAJOZ DR  LA MIRADA CA  90638,$251864.00,20160727,1176,1,3,2,1955,no,no,no,no,no
4584,13538 VILLAGE DR  CERRITOS CA  90703,$355000.00,20160728,853,1,2,2,1971,no,no,yes,no,no
4585,16625 NEWBROOK CIR  CERRITOS CA  90703,$675000.00,20160726,2102,1,4,3,1971,no,yes,no,no,no
4586,13536 ABANA ST  CERRITOS CA  90703,$574677.00,20160727,1574,1,3,2,1971,no,yes,no,no,no
4587,13032 ACLARE PL  CERRITOS CA  90703,$656000.00,20160727,1454,1,3,2,1968,no,no,no,no,no
4588,12036 160TH ST  NORWALK CA  90650,$44758.00,20160727,875,1,3,1,1954,no,no,no,no,no
4589,12110 160TH ST  NORWALK CA  90650,$188247.00,20160721,737,1,2,1,1930,no,no,no,no,no
4590,12442 PINE CREEK RD  CERRITOS CA  90703,$331375.00,20160721,2056,1,4,3,1976,no,no,no,yes,no
4591,12529 SANDYCREEK LN  CERRITOS CA  90703,$628580.00,20160729,1384,1,3,2,1976,no,no,no,yes,no
4592,16321 FLAT PEAK LN  CERRITOS CA  90703,$212010.00,20160726,2113,1,4,3,1977,no,no,no,yes,no
4593,11848 166TH ST  ARTESIA CA  90701,$313000.00,20160727,536,1,2,1,1955,no,no,no,no,no
4594,11859 166TH ST  NORWALK CA  90650,$244730.00,20160727,1120,1,3,2,1958,no,no,no,no,no
4595,11969 167TH ST  ARTESIA CA  90701,$148542.00,20160728,756,1,2,1,1960,no,no,no,no,no
4596,12106 164TH ST  NORWALK CA  90650,$395000.00,20160728,1235,1,3,2,1992,no,no,no,no,no
4597,16611 JUDY WAY  CERRITOS CA  90703,$300000.00,20160722,904,1,2,1,1971,no,no,yes,no,no
4598,16734 CEDARWOOD CIR  CERRITOS CA  90703,$315000.00,20160721,904,1,2,2,1973,no,no,yes,no,no
4599,16711 SHENANDOAH AVE  CERRITOS CA  90703,$64380.00,20160726,904,1,2,2,1973,no,no,yes,no,no
4600,16721 WESTGATE AVE  CERRITOS CA  90703,$650200.00,20160729,1534,1,3,2,1972,no,no,no,no,no
4601,12646 PARK ST  CERRITOS CA  90703,$597982.00,20160721,1613,1,3,2,1973,no,yes,no,no,no
4602,11674 168TH ST  ARTESIA CA  90701,$339000.00,20160729,1274,1,3,2,1961,no,no,no,no,no
4603,11507 BAYLOR DR  NORWALK CA  90650,$486000.00,20160729,1682,1,3,2,1960,no,no,no,no,no
4604,11543 COLLEGE DR  NORWALK CA  90650,$362500.00,20160728,777,1,2,1,1951,no,no,no,no,no
4605,16121 MAIDSTONE AVE  NORWALK CA  90650,$257584.00,20160721,2033,1,4,3,1974,no,no,no,no,no
4606,16442 GRIDLEY RD  NORWALK CA  90650,$410000.00,20160728,1149,1,3,1,1959,no,no,no,no,no
4607,"16625 GRIDLEY RD, UNIT  12  CERRITOS CA  90703",$309474.00,20160725,1271,1,3,3,1979,no,no,yes,no,no
4608,11045 BRIGANTINE ST  CERRITOS CA  90703,$637025.00,20160729,1907,1,4,3,1979,no,no,no,no,no
4609,16409 CALIFORNIA AVE  BELLFLOWER CA  90706,$501713.00,20160727,2295,1,3,3,1963,no,no,no,no,no
4610,10222 WALNUT ST  BELLFLOWER CA  90706,$900000.00,20160729,3717,2,6,5,1979,no,yes,no,no,no
4611,13545 DESTINO ST  CERRITOS CA  90703,$372974.00,20160722,1348,1,3,2,1970,no,yes,no,no,no
4612,13645 FELSON ST  CERRITOS CA  90703,$567653.00,20160722,1230,1,3,2,1971,no,no,no,no,no
4613,18119 PARKVALLE CIR  CERRITOS CA  90703,$530304.00,20160725,1494,1,4,2,1972,no,no,no,no,no
4614,13960 ACORO ST  CERRITOS CA  90703,$730000.00,20160722,1604,1,4,2,1970,no,no,no,no,no
4615,13507 ELGERS ST  CERRITOS CA  90703,$744000.00,20160725,2280,1,6,5,1978,no,yes,no,no,no
4616,12341 EDGEFIELD ST  CERRITOS CA  90703,$850000.00,20160725,2494,1,4,2,1967,no,yes,no,no,no
4617,18728 STEFANI AVE  CERRITOS CA  90703,$705000.00,20160721,1534,1,3,2,1970,no,no,no,no,no
4618,17308 JANELL AVE  CERRITOS CA  90703,$442039.00,20160721,2739,1,5,3,1968,no,no,no,no,no
4619,17109 CORTNER AVE  CERRITOS CA  90703,$704073.00,20160728,2688,1,6,3,1969,no,yes,no,no,no
4620,17103 CORTNER AVE  CERRITOS CA  90703,$105992.00,20160728,2649,1,4,3,1969,no,no,no,no,no
4621,17717 LEAL AVE  CERRITOS CA  90703,$394583.00,20160726,1230,1,3,2,1968,no,yes,no,no,no
4622,13216 ARABELLA ST  CERRITOS CA  90703,$71348.00,20160721,1443,1,4,2,1972,no,no,no,no,no
4623,18616 BLOOMFIELD AVE  CERRITOS CA  90703,$0.00,20160728,1949,1,2,2,1961,no,no,no,no,no
4624,12036 ABANA ST  CERRITOS CA  90703,$359516.00,20160726,2424,1,4,3,1967,no,no,no,no,no
4625,18000 ARLINE AVE  ARTESIA CA  90701,$855780.00,20160722,3120,3,6,6,1974,no,no,no,no,no
4626,17432 MAPES AVE  CERRITOS CA  90703,$754507.00,20160725,2295,1,4,3,1972,no,no,no,no,no
4627,17518 ERIC AVE  CERRITOS CA  90703,$747000.00,20160728,2231,1,4,3,1972,no,yes,no,no,no
4628,17324 CAINE DR  ARTESIA CA  90701,$649000.00,20160728,1950,1,5,2,1964,no,no,no,no,no
4629,17719 JERSEY AVE  ARTESIA CA  90701,$382500.00,20160729,840,1,2,1,1949,no,no,no,no,no
4630,"10718 DROXFORD ST, APT 0001  CERRITOS CA  90703",$365000.00,20160726,1163,1,3,2,1970,no,no,yes,no,no
4631,13015 BAHIA DR  CERRITOS CA  90703,$712203.00,20160727,2131,1,4,3,1972,no,no,no,no,no
4632,12753 CASTLEFORD LN  CERRITOS CA  90703,$727877.00,20160722,4094,1,5,6,1986,no,no,no,yes,no
4633,12860 QUEENSBOROUGH ST  CERRITOS CA  90703,$1080000.00,20160727,1997,1,3,2,1985,no,no,no,yes,no
4634,12910 BERKHAMSTED ST  CERRITOS CA  90703,$639924.00,20160722,1960,1,4,2,1979,no,no,no,yes,no
4635,"19423 SAPPHIRE CT, I  CERRITOS CA  90703",$169499.00,20160721,1001,1,2,2,1999,no,no,yes,no,no
4636,5357 HACKETT AVE  LAKEWOOD CA  90713,$394851.00,20160727,1316,1,3,2,1962,no,no,no,no,no
4637,5229 STEVELY AVE  LAKEWOOD CA  90713,$419505.00,20160728,1942,1,2,3,1964,no,no,no,no,no
4638,6642 DASHWOOD ST  LAKEWOOD CA  90713,$500000.00,20160722,1108,1,3,2,1956,no,no,no,no,no
4639,19029 ALLINGHAM AVE  CERRITOS CA  90703,$150860.00,20160729,2208,1,4,3,1970,no,yes,no,no,no
4640,11432 EBERLE CIR  CERRITOS CA  90703,$589358.00,20160726,1525,1,3,2,1974,no,no,no,no,no
4641,11556 JAMES ST  CERRITOS CA  90703,$169849.00,20160729,1328,1,3,2,1973,no,yes,no,no,no
4642,19715 CORBY AVE  CERRITOS CA  90703,$670712.00,20160729,2365,1,4,3,1977,no,no,no,no,no
4643,12245 HIBBING ST  ARTESIA CA  90701,$460000.00,20160727,1192,1,4,1,1956,no,no,no,no,no
4644,12317 MEADOW DR  ARTESIA CA  90701,$420240.00,20160725,837,1,2,1,1954,no,no,no,no,no
4645,12062 SMOKIE LN  CERRITOS CA  90703,$589469.00,20160727,2282,1,4,3,1975,no,yes,no,no,no
4646,19517 IBEX CT  CERRITOS CA  90703,$579000.00,20160726,1152,1,4,2,1971,no,no,no,no,no
4647,12206 VIARNA ST  CERRITOS CA  90703,$632400.00,20160727,1598,1,4,2,1970,no,no,no,no,no
4648,12521 INGLENOOK LN  CERRITOS CA  90703,$412863.00,20160722,2436,1,4,3,1981,no,no,no,no,no
4649,20806 NORWALK BLVD  LAKEWOOD CA  90715,$470000.00,20160721,1727,1,4,2,1962,no,no,no,no,no
4650,20723 HAWAIIAN AVE  LAKEWOOD CA  90715,$53392.00,20160726,1036,1,3,1,1958,no,no,no,no,no
4651,12633 206TH ST  LAKEWOOD CA  90715,$510000.00,20160721,1250,1,4,2,1963,no,no,no,no,no
4652,12628 LEMMING ST  LAKEWOOD CA  90715,$351023.00,20160726,2788,1,5,2,1929,no,no,no,no,no
4653,11872 209TH ST  LAKEWOOD CA  90715,$620000.00,20160721,2072,1,4,2,1987,no,no,no,no,no
4654,11409 ELVINS ST  LAKEWOOD CA  90715,$242510.00,20160726,1238,1,3,2,1963,no,no,no,no,no
4655,11707 CENTRALIA ST  LAKEWOOD CA  90715,$445000.00,20160722,812,1,2,2,1968,no,no,no,no,no
4656,11240 STILLMAN ST  LAKEWOOD CA  90715,$655000.00,20160729,2091,1,4,2,1967,no,no,no,no,no
4657,11355 WALCROFT ST  LAKEWOOD CA  90715,$529000.00,20160725,1376,1,3,2,1961,no,no,no,no,no
4658,20417 GORDON AVE  LAKEWOOD CA  90715,$663000.00,20160721,2267,1,3,3,2008,no,no,no,no,no
4659,4722 PALO VERDE AVE  LAKEWOOD CA  90713,$87733.00,20160721,1604,1,3,2,1957,no,no,no,no,no
4660,4552 KNOXVILLE AVE  LAKEWOOD CA  90713,$253336.00,20160726,1232,1,3,1,1951,no,no,no,no,no
4661,4602 PALO VERDE AVE  LAKEWOOD CA  90713,$451000.00,20160721,1076,1,3,1,1950,no,no,no,no,no
4662,4112 NIPOMO AVE  LAKEWOOD CA  90713,$414931.00,20160728,1069,1,2,2,1955,no,no,no,no,no
4663,4132 HACKETT AVE  LAKEWOOD CA  90713,$249311.00,20160729,887,1,2,1,1952,no,yes,no,no,no
4664,4110 STEVELY AVE  LAKEWOOD CA  90713,$510000.00,20160721,1210,1,3,1,1953,no,no,no,no,no
4665,12357 211TH ST  LAKEWOOD CA  90715,$362552.00,20160726,2240,1,4,2,1965,no,no,no,no,no
4666,12643 211TH ST  LAKEWOOD CA  90715,$402920.00,20160729,1752,1,4,3,1966,no,no,no,no,no
4667,12055 221ST ST  HAWAIIAN GARDNS CA  90716,$40073.00,20160722,1012,1,2,1,1988,no,no,no,no,no
4668,22401 HORST AVE  HAWAIIAN GARDNS CA  90716,$410000.00,20160721,1368,2,4,2,1962,no,no,no,no,no
4669,3825 VOLK AVE  LONG BEACH CA  90808,$611000.00,20160725,1448,1,3,2,1955,no,yes,no,no,no
4670,3685 LEES AVE  LONG BEACH CA  90808,$674322.00,20160722,1953,1,3,3,1959,no,yes,no,no,no
4671,3503 KAREN AVE  LONG BEACH CA  90808,$231257.00,20160722,956,1,2,1,1953,no,no,no,no,no
4672,3422 N STUDEBAKER RD  LONG BEACH CA  90808,$617000.00,20160729,1366,1,2,1,1960,no,no,no,no,no
4673,3636 HACKETT AVE  LONG BEACH CA  90808,$520000.00,20160729,887,1,2,1,1953,no,no,no,no,no
4674,3639 LADOGA AVE  LONG BEACH CA  90808,$550000.00,20160729,949,1,2,1,1953,no,no,no,no,no
4675,6740 E MONLACO RD  LONG BEACH CA  90808,$282198.00,20160727,1683,1,3,2,1959,no,yes,no,no,no
4676,7821 E TIBANA ST  LONG BEACH CA  90808,$691000.00,20160725,1688,1,3,2,1963,no,yes,no,no,no
4677,3660 N PIONEER BLVD  LONG BEACH CA  90808,$477465.00,20160728,1701,1,4,2,1963,no,no,no,no,no
4678,3530 VAL VERDE AVE  LONG BEACH CA  90808,$840000.00,20160729,2314,1,4,3,1964,no,yes,no,no,no
4679,8061 E RING ST  LONG BEACH CA  90808,$747000.00,20160721,1710,1,4,2,1974,no,no,no,no,no
4680,3440 FELA AVE  LONG BEACH CA  90808,$815000.00,20160729,2314,1,4,3,1964,no,no,no,no,no
4681,3570 MONICA AVE  LONG BEACH CA  90808,$479400.00,20160725,1115,1,3,2,1960,no,no,no,no,no
4682,3358 STEVELY AVE  LONG BEACH CA  90808,$575000.00,20160726,1305,1,3,2,1970,no,no,no,no,no
4683,3132 VOLK AVE  LONG BEACH CA  90808,$860000.00,20160721,1383,1,4,2,1954,no,no,no,no,no
4684,3136 HACKETT AVE  LONG BEACH CA  90808,$112757.00,20160721,1265,1,3,1,1956,no,no,no,no,no
4685,15942 ORIZABA AVE  PARAMOUNT CA  90723,$360000.00,20160726,998,1,2,1,1938,no,no,no,no,no
4686,9103 LOS ANGELES ST  BELLFLOWER CA  90706,$240182.00,20160729,1048,1,3,1,1950,no,no,no,no,no
4687,9016 OLIVE ST  BELLFLOWER CA  90706,$353840.00,20160722,868,1,2,1,1950,no,no,no,no,no
4688,9123 OAK ST  BELLFLOWER CA  90706,$315066.00,20160726,1192,1,3,2,1950,no,no,no,no,no
4689,9454 LOS ANGELES ST  BELLFLOWER CA  90706,$342206.00,20160729,1380,3,3,3,1952,no,no,no,no,no
4690,8833 MAPLE ST  BELLFLOWER CA  90706,$388000.00,20160727,747,1,2,1,1941,no,no,no,no,no
4691,8844 DUNBAR ST  BELLFLOWER CA  90706,$490000.00,20160726,1480,1,3,2,1974,no,no,no,no,no
4692,9911 PARK ST  BELLFLOWER CA  90706,$489000.00,20160729,1142,1,3,1,1942,no,no,no,no,no
4693,9324 WALNUT ST  BELLFLOWER CA  90706,$422500.00,20160727,1678,1,3,3,2002,no,no,yes,no,no
4694,6659 ROSE AVE  LONG BEACH CA  90805,$225789.00,20160725,1800,1,5,2,1958,no,no,no,no,no
4695,6551 CHERRY AVE  LONG BEACH CA  90805,$206490.00,20160728,3196,4,6,6,1963,no,no,no,no,no
4696,6544 WALNUT AVE  LONG BEACH CA  90805,$158682.00,20160725,1086,1,2,1,1928,no,no,no,no,no
4697,1624 E 65TH ST  LONG BEACH CA  90805,$475000.00,20160727,1813,2,4,2,1989,no,no,no,no,no
4698,1233 E POINSETTIA ST  LONG BEACH CA  90805,$233006.00,20160728,877,1,2,1,1928,no,no,no,no,no
4699,6833 LEWIS AVE  LONG BEACH CA  90805,$355000.00,20160729,889,1,2,1,1931,no,no,no,no,no
4700,3042 E COOLIDGE ST  LONG BEACH CA  90805,$470000.00,20160729,2318,2,5,4,1990,no,no,no,no,no
4701,2911 E CADE ST  LONG BEACH CA  90805,$303571.00,20160722,1269,2,4,4,1989,no,no,no,no,no
4702,6410 N PARAMOUNT BLVD  LONG BEACH CA  90805,$1581800.00,20160725,2752,15,15,15,1929,no,no,no,no,no
4703,3211 E LA JARA ST  LONG BEACH CA  90805,$388345.00,20160729,1200,1,4,2,1955,no,no,no,no,no
4704,3471 E LA JARA ST  LONG BEACH CA  90805,$378017.00,20160725,1580,1,4,2,1960,no,no,no,no,no
4705,6045 FALCON AVE  LONG BEACH CA  90805,$430000.00,20160726,1134,1,3,1,1927,no,no,no,no,no
4706,5946 BRAYTON AVE  LONG BEACH CA  90805,$425000.00,20160728,1176,1,4,2,1948,no,no,no,no,no
4707,336 E SMITH ST  LONG BEACH CA  90805,$440000.00,20160727,1460,1,3,2,1952,no,no,no,no,no
4708,115 E OSGOOD ST  LONG BEACH CA  90805,$475000.00,20160729,2083,1,3,2,1974,no,no,no,no,no
4709,5832 JAYMILLS AVE  LONG BEACH CA  90805,$463000.00,20160729,1399,1,3,2,1969,no,no,no,no,no
4710,5810 N HULLETT TURN  LONG BEACH CA  90805,$426000.00,20160726,861,1,2,1,1956,no,no,no,no,no
4711,153 E NORTON ST  LONG BEACH CA  90805,$375000.00,20160721,884,1,2,1,1934,no,no,no,no,no
4712,208 E 55TH ST  LONG BEACH CA  90805,$78102.00,20160726,2566,4,5,4,1960,no,no,no,no,no
4713,257 E LOUISE ST  LONG BEACH CA  90805,$465000.00,20160727,1900,2,6,4,1930,no,no,no,no,no
4714,5635 MYRTLE AVE  LONG BEACH CA  90805,$198948.00,20160722,1544,1,2,2,1969,no,no,no,no,no
4715,5601 LIME AVE  LONG BEACH CA  90805,$380000.00,20160721,976,1,2,1,1941,no,no,no,no,no
4716,5437 MYRTLE AVE  LONG BEACH CA  90805,$427500.00,20160729,1445,1,4,3,1943,no,no,no,no,no
4717,5447 CERRITOS AVE  LONG BEACH CA  90805,$353500.00,20160729,740,1,2,1,1924,no,no,no,no,no
4718,1404 E MICHELSON ST  LONG BEACH CA  90805,$273000.00,20160728,820,1,2,1,1934,no,no,no,no,no
4719,1801 E ROGERS ST  LONG BEACH CA  90805,$191488.00,20160721,904,1,2,1,1948,no,no,no,no,no
4720,5113 GAVIOTA AVE  LONG BEACH CA  90807,$397761.00,20160727,941,1,2,1,1942,no,no,no,no,no
4721,500 E PLEASANT ST  LONG BEACH CA  90805,$2040000.00,20160725,10548,15,24,15,1963,no,no,no,no,no
4722,541 E PLEASANT ST  LONG BEACH CA  90805,$2279820.00,20160725,11590,17,23,17,1963,no,no,no,no,no
4723,1032 E SILVA ST  LONG BEACH CA  90807,$579000.00,20160722,1421,1,3,2,1961,no,no,no,no,no
4724,608 E VIA BAROLA  LONG BEACH CA  90805,$455000.00,20160722,1244,1,3,2,1951,no,no,no,no,no
4725,611 E VIA ALMENDRO  LONG BEACH CA  90805,$300000.00,20160729,1072,1,2,1,1952,no,no,no,no,no
4726,5319 LIME AVE  LONG BEACH CA  90805,$383000.00,20160726,816,1,2,1,1962,no,no,no,no,no
4727,5340 CERRITOS AVE  LONG BEACH CA  90805,$355058.00,20160728,1009,1,2,1,1948,no,no,no,no,no
4728,326 E PLYMOUTH ST  LONG BEACH CA  90805,$350000.00,20160728,1089,1,2,1,1941,no,no,no,no,no
4729,71 E PLATT ST  LONG BEACH CA  90805,$259738.00,20160727,988,1,2,1,1938,no,no,no,no,no
4730,45 W ARBOR ST  LONG BEACH CA  90805,$468500.00,20160722,1810,2,5,3,1966,no,no,no,no,no
4731,53 W PLEASANT ST  LONG BEACH CA  90805,$268366.00,20160729,775,1,2,1,1947,no,no,no,no,no
4732,4681 N VIRGINIA RD  LONG BEACH CA  90807,$850000.00,20160725,0,0,0,0,0,no,no,no,no,no
4733,4520 ELM AVE  LONG BEACH CA  90807,$406650.00,20160729,806,1,2,1,1945,no,no,no,no,no
4734,"4311 ELM AVE, APT 0001  LONG BEACH CA  90807",$494757.00,20160725,3453,4,9,4,1945,no,no,no,no,no
