,ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,house_type,pool,coordinates
158279,90022,6063 EASTON ST  LOS ANGELES CA  90022,$281752.00,1160,3,1,1941,20176339014011,2016-06-07,house,no,"(34.014178000000001, -118.14173142)"
158305,90022,6234 ALLSTON ST  LOS ANGELES CA  90022,$379482.00,1476,2,2,1940,20176339028010,2016-06-08,house,no,"(34.015238879999998, -118.13780654999999)"
158321,90022,1231 AMALIA AVE  LOS ANGELES CA  90022,$406980.00,1182,2,1,1926,20176340011035,2016-06-28,house,no,"(34.015202029999998, -118.15812167999999)"
158325,90022,5235 VIA CORONA ST  LOS ANGELES CA  90022,$765000.00,2935,4,3,1950,20176341001008,2016-06-20,house,no,"(34.030860019999999, -118.15275099)"
158340,90022,488 MARGARET AVE  LOS ANGELES CA  90022,$525300.00,1533,4,2,1940,20176341012016,2016-06-07,house,no,"(34.026594979999999, -118.15088906)"
158352,90022,524 BELDEN AVE  LOS ANGELES CA  90022,$40483.00,936,2,1,1931,20176341017035,2016-06-15,house,no,"(34.02529612, -118.15025315)"
158370,90022,637 OAKFORD DR  LOS ANGELES CA  90022,$236376.00,1355,3,2,1936,20176341026038,2016-06-20,house,no,"(34.023233529999999, -118.15353094)"
158371,90022,610 OAKFORD DR  LOS ANGELES CA  90022,$464100.00,1335,3,2,1936,20176341027003,2016-06-30,house,no,"(34.023795360000001, -118.15276202)"
158390,90022,701 MARGARET AVE  LOS ANGELES CA  90022,$510460.00,2142,5,2,1955,20176341037020,2016-06-03,house,no,"(34.021722519999997, -118.15297103)"
158459,90022,722 KEENAN AVE  LOS ANGELES CA  90022,$273808.00,1159,2,1,1931,20176342032005,2016-06-24,house,no,"(34.019316459999999, -118.14446279000001)"
158483,90640,2409 W BEVERLY BLVD  MONTEBELLO CA  90640,$309445.00,2714,4,4,1952,20176343007017,2016-06-24,house,no,"(34.021149620000003, -118.12630463000001)"
158488,90022,736 MOBILE AVE  LOS ANGELES CA  90022,$642600.00,2842,7,3,1964,20176343009043,2016-06-24,house,no,"(34.016447149999998, -118.13284588)"
158510,90640,449 VIA MIRAMONTE  MONTEBELLO CA  90640,$510000.00,2064,3,3,1954,20176343016011,2016-06-03,house,no,"(34.01918457, -118.12829603)"
158513,90640,2424 W REPETTO AVE  MONTEBELLO CA  90640,$479400.00,1699,3,2,1954,20176343017021,2016-06-03,house,no,"(34.015228100000002, -118.12760398)"
158517,90640,434 VIA LUNETO  MONTEBELLO CA  90640,$415650.00,936,2,1,1948,20176343019006,2016-06-01,house,no,"(34.019091789999997, -118.13007609)"
158535,90640,465 VIA SAN CLEMENTE  MONTEBELLO CA  90640,$303029.00,1185,3,1,1945,20176343023005,2016-06-27,house,no,"(34.020971709999998, -118.13544213)"
158545,90640,200 N GARFIELD AVE  MONTEBELLO CA  90640,$5612800.00,27234,52,28,1948,20176343029001,2016-06-01,house,no,"(34.015825790000001, -118.12909123)"
158550,90022,750 HAY AVE  LOS ANGELES CA  90022,$351900.00,1222,2,1,1930,20176343032055,2016-06-30,house,no,"(34.01635555, -118.13401786999999)"
158558,90640,432 N VAIL AVE  MONTEBELLO CA  90640,$104430.00,1535,3,3,1957,20176344005008,2016-06-01,house,no,"(34.018912090000001, -118.11690929999999)"
158570,90640,228 N VAIL AVE  MONTEBELLO CA  90640,$464100.00,1166,2,2,1948,20176344016005,2016-06-30,house,no,"(34.015253039999997, -118.11804325)"
158587,90640,141 N 20TH ST  MONTEBELLO CA  90640,$497000.00,1488,4,2,1933,20176344022010,2016-06-22,house,no,"(34.014602799999999, -118.12227586)"
158623,90640,201 N PARK AVE  MONTEBELLO CA  90640,$39875.00,907,2,1,1942,20176345012021,2016-06-01,house,no,"(34.013729509999997, -118.11538512)"
158628,90640,232 N 12TH ST  MONTEBELLO CA  90640,$64135.00,1388,3,2,1932,20176345016012,2016-06-01,house,no,"(34.014022969999999, -118.11167166)"
158658,90640,328 N 2ND ST  MONTEBELLO CA  90640,$152046.00,7559,16,8,1947,20176346006004,2016-06-27,house,no,"(34.01347732, -118.10006574000001)"
158696,90640,420 N POPLAR AVE  MONTEBELLO CA  90640,$620974.00,2555,3,2,1950,20176347001006,2016-06-10,house,no,"(34.014357230000002, -118.09724402000001)"
158710,90640,216 N POPLAR AVE  MONTEBELLO CA  90640,$297087.00,1348,2,2,1953,20176347010017,2016-06-01,house,no,"(34.010569650000001, -118.09873896000001)"
158717,90660,4638 ORANGE ST  PICO RIVERA CA  90660,$451350.00,1194,3,2,1962,20176347018015,2016-06-20,house,no,"(34.009852350000003, -118.09303249999999)"
158724,90660,4745 IVY ST  PICO RIVERA CA  90660,$388000.00,875,2,1,1937,20176347021002,2016-06-10,house,no,"(34.00816571, -118.09554862)"
158758,90640,132 S 4TH ST  MONTEBELLO CA  90640,$467160.00,1728,4,2,2004,20176349003025,2016-06-08,house,no,"(34.007883339999999, -118.10400933)"
158766,90640,235 S 6TH ST  MONTEBELLO CA  90640,$326400.00,883,2,1,1921,20176349009019,2016-06-15,house,no,"(34.006697499999994, -118.10726767)"
158769,90640,229 S 4TH ST  MONTEBELLO CA  90640,$408000.00,1065,2,1,1941,20176349011028,2016-06-01,house,no,"(34.006484639999996, -118.10508162000001)"
158777,90640,132 W ROOSEVELT AVE  MONTEBELLO CA  90640,$457980.00,1416,4,2,1940,20176349018019,2016-06-07,house,no,"(34.003481839999999, -118.10550842000001)"
158778,90640,405 S BLUFF RD  MONTEBELLO CA  90640,$253746.00,1779,3,2,1985,20176349019017,2016-06-06,house,no,"(34.002275990000001, -118.10494772)"
158787,90640,104 W MINES AVE  MONTEBELLO CA  90640,$714000.00,2484,5,4,1989,20176349023011,2016-06-07,house,no,"(34.000244219999999, -118.10619074)"
158804,90640,509 S 5TH ST  MONTEBELLO CA  90640,$174114.00,1328,4,2,1956,20176349030003,2016-06-03,house,no,"(34.002577940000002, -118.10875901)"
158816,90640,229 S 10TH ST  MONTEBELLO CA  90640,$145281.00,911,2,1,1943,20176350010008,2016-06-06,house,no,"(34.007731870000001, -118.11211972)"
158864,90022,1417 S CONCOURSE AVE  LOS ANGELES CA  90022,$319200.00,1299,3,2,1941,20176351011018,2016-06-13,house,no,"(34.008974049999999, -118.12834726)"
158904,90022,6310 HEREFORD DR  LOS ANGELES CA  90022,$55289.00,1348,2,2,1951,20176351030003,2016-06-01,house,no,"(34.009280240000002, -118.13620575)"
158905,90022,6424 HEREFORD DR  LOS ANGELES CA  90022,$406980.00,939,2,1,1928,20176351030013,2016-06-28,house,no,"(34.009166799999996, -118.13489344)"
158920,90640,1120 S SPRUCE ST  MONTEBELLO CA  90640,$221333.00,1680,4,2,1957,20176352004047,2016-06-13,house,no,"(33.991647960000002, -118.11915811)"
158921,90640,1040 S GREENWOOD AVE  MONTEBELLO CA  90640,$696660.00,2969,9,4,1955,20176352006085,2016-06-24,house,no,"(33.993546739999999, -118.11971582)"
158937,90640,725 S 4TH ST  MONTEBELLO CA  90640,$185022.00,1110,3,1,1950,20176352014022,2016-06-13,house,no,"(33.998004180000002, -118.11032742)"
158959,90640,"1056 CAROB WAY, NO A  MONTEBELLO CA  90640",$240765.00,1527,3,2,1980,20176352023054,2016-06-20,condo,no,"(33.991143729999997, -118.11537505)"
158981,90640,"916 S MONTEBELLO BLVD, UNIT   3  MONTEBELLO CA  90640",$347820.00,1262,3,3,1989,20176352028042,2016-06-06,condo,no,"(33.995122049999999, -118.1145247)"
159022,90640,1125 S TAYLOR AVE  MONTEBELLO CA  90640,$612000.00,1162,3,1,1945,20176353018018,2016-06-16,house,no,"(33.993229499999998, -118.12359201)"
159032,90640,818 W ELM ST  MONTEBELLO CA  90640,$519180.00,1872,4,3,1974,20176354007032,2016-06-29,house,no,"(33.986140540000001, -118.12163563)"
159042,90640,1433 S BLUFF RD  MONTEBELLO CA  90640,$972060.00,5622,6,5,1980,20176354011006,2016-06-02,house,no,"(33.98265997, -118.11704001)"
159047,90640,1424 S 4TH ST  MONTEBELLO CA  90640,$477000.00,1581,3,1,1948,20176354012006,2016-06-28,house,yes,"(33.983474719999997, -118.11847049000001)"
159050,90640,1401 CAROB WAY  MONTEBELLO CA  90640,$276860.00,2036,4,2,1956,20176354014001,2016-06-24,house,no,"(33.984831710000002, -118.11954525)"
159053,90640,1448 S MONTEBELLO BLVD  MONTEBELLO CA  90640,$397800.00,1413,3,2,1941,20176354015011,2016-06-23,house,no,"(33.983904690000003, -118.12174475)"
159068,90640,"1301 S GREENWOOD AVE, APT 0027  MONTEBELLO CA  90640",$136797.00,825,2,2,1971,20176354023054,2016-06-08,condo,no,"(33.988965360000002, -118.12386295)"
159123,90040,7015 LANTO ST  COMMERCE CA  90040,$423300.00,1235,3,1,1951,20176357012009,2016-06-22,house,no,"(33.974414060000001, -118.13223618000001)"
159144,90201,6545 EMIL AVE  BELL GARDENS CA  90201,$884340.00,5635,10,5,1994,20176357032011,2016-06-02,house,no,"(33.97085045, -118.14160754)"
159170,90201,7021 GRANGER AVE  BELL GARDENS CA  90201,$357000.00,883,3,1,1944,20176358005005,2016-06-03,house,no,"(33.968014449999998, -118.14912283)"
159210,90201,6526 LIVE OAK ST  BELL GARDENS CA  90201,$363266.00,1443,3,3,1990,20176358032025,2016-06-13,house,no,"(33.963997290000002, -118.14850289)"
159214,90201,6535 LIVE OAK ST  BELL GARDENS CA  90201,$331446.00,1910,5,3,1954,20176358033018,2016-06-22,house,no,"(33.96440793, -118.14812547)"
159223,90240,7412 IVO ST  DOWNEY CA  90240,$71760.00,1464,3,2,1953,20176359004008,2016-06-15,house,no,"(33.962722319999997, -118.13686109)"
159244,90240,7612 SUVA ST  DOWNEY CA  90240,$515100.00,1251,3,2,1951,20176359010009,2016-06-24,house,no,"(33.962966379999997, -118.13217675999999)"
159251,90240,9602 WILEY BURKE AVE  DOWNEY CA  90240,$275804.00,1461,3,2,1953,20176359013018,2016-06-17,house,no,"(33.962501340000003, -118.1328369)"
159256,90240,7515 GAINFORD ST  DOWNEY CA  90240,$448449.00,2544,4,3,1961,20176359017009,2016-06-30,house,yes,"(33.960256600000001, -118.13634605999999)"
159304,90240,7763 OTTO ST  DOWNEY CA  90240,$85506.00,1723,3,2,1956,20176360016017,2016-06-29,house,no,"(33.957177600000001, -118.13247153)"
159307,90240,9832 HORLEY AVE  DOWNEY CA  90240,$458228.00,2037,3,3,1958,20176360020015,2016-06-09,house,no,"(33.958557910000003, -118.13347982000001)"
159314,90240,9324 PARROT AVE  DOWNEY CA  90240,$402387.00,2231,3,3,1971,20176361003009,2016-06-17,house,yes,"(33.960175409999998, -118.12335414)"
159318,90240,9507 LA REINA AVE  DOWNEY CA  90240,$775200.00,2747,4,3,1968,20176361008009,2016-06-20,house,yes,"(33.957836049999997, -118.12251599)"
159365,90240,9346 STAMPS AVE  DOWNEY CA  90240,$383187.00,1633,2,2,1955,20176362006015,2016-06-23,house,no,"(33.957306209999999, -118.11987012)"
159368,90240,9306 STAMPS AVE  DOWNEY CA  90240,$678300.00,1877,4,3,1968,20176362006020,2016-06-23,house,no,"(33.958216049999997, -118.11910811)"
159376,90240,9701 DOLAN AVE  DOWNEY CA  90240,$711815.00,3076,4,3,1972,20176362009023,2016-06-24,house,yes,"(33.95519676, -118.12057185)"
159385,90240,8318 DACOSTA ST  DOWNEY CA  90240,$430440.00,856,2,1,1950,20176362013004,2016-06-07,house,no,"(33.95311847, -118.12359719)"
159391,90240,9908 DOLAN AVE  DOWNEY CA  90240,$305574.00,1162,3,1,1950,20176362015014,2016-06-17,house,no,"(33.952807839999998, -118.12157101)"
159413,90240,9717 TRISTAN DR  DOWNEY CA  90240,$448800.00,1493,3,2,1955,20176363008002,2016-06-14,house,yes,"(33.951919070000002, -118.11541647999999)"
159417,90240,9802 BIRCHDALE AVE  DOWNEY CA  90240,$261460.00,2072,4,3,1954,20176363011008,2016-06-22,house,no,"(33.951502000000005, -118.1167726)"
159421,90240,8555 GAINFORD ST  DOWNEY CA  90240,$1071000.00,5107,4,4,1972,20176363014014,2016-06-22,house,yes,"(33.95163488, -118.11801444)"
159443,90240,9251 LA REINA AVE  DOWNEY CA  90240,$1173000.00,4718,5,5,1980,20176364009006,2016-06-17,house,yes,"(33.960333460000001, -118.11984224)"
159446,90240,8379 VISTA DEL RIO AVE  DOWNEY CA  90240,$56702.00,915,2,1,1947,20176364013003,2016-06-21,house,no,"(33.959787980000002, -118.11544834999999)"
159450,90240,8327 GALLATIN RD  DOWNEY CA  90240,$258931.00,1146,3,1,1948,20176364014042,2016-06-24,house,no,"(33.958665240000002, -118.11881393)"
159454,90240,9209 MEL DAR AVE  DOWNEY CA  90240,$478247.00,1707,4,2,1953,20176364016019,2016-06-10,house,no,"(33.958058530000002, -118.11658466999999)"
159455,90240,9165 MEL DAR AVE  DOWNEY CA  90240,$54668.00,834,2,1,1950,20176364016021,2016-06-02,house,no,"(33.958272479999998, -118.11623942999999)"
159458,90240,9230 MEL DAR AVE  DOWNEY CA  90240,$406233.00,1026,3,1,1950,20176364018007,2016-06-20,house,no,"(33.957307890000003, -118.11677744000001)"
159479,90240,7637 ALLENGROVE ST  DOWNEY CA  90240,$502860.00,1210,3,2,1952,20176365009006,2016-06-02,house,yes,"(33.967083619999997, -118.12701154)"
159487,90240,7521 FINEVALE DR  DOWNEY CA  90240,$622200.00,1903,3,2,1957,20176365014009,2016-06-17,house,yes,"(33.966044050000001, -118.13020661)"
159489,90240,7640 SHADY OAK DR  DOWNEY CA  90240,$591600.00,1313,3,2,1953,20176365015007,2016-06-27,house,no,"(33.965807320000003, -118.12903645999999)"
159507,90240,9340 RIVES AVE  DOWNEY CA  90240,$546076.00,1816,3,2,1951,20176365026008,2016-06-02,house,yes,"(33.962142149999998, -118.12840711)"
159519,90240,7669 SHADY OAK DR  DOWNEY CA  90240,$281725.00,1322,3,2,1954,20176365031023,2016-06-02,house,no,"(33.96578375, -118.127932)"
159521,90240,7243 HANNON ST  DOWNEY CA  90240,$300208.00,1569,3,2,1957,20176366002009,2016-06-16,house,no,"(33.96920497, -118.13202179)"
159546,90240,7624 FINEVALE DR  DOWNEY CA  90240,$68815.00,1290,3,2,1953,20176366023004,2016-06-27,house,no,"(33.965072970000001, -118.12930779)"
159564,90240,8536 TWEEDY LN  DOWNEY CA  90240,$529380.00,1230,3,2,1965,20176367006001,2016-06-10,house,no,"(33.968229030000003, -118.12038025)"
159565,90240,8606 TWEEDY LN  DOWNEY CA  90240,$181851.00,1230,3,2,1952,20176367006004,2016-06-23,house,no,"(33.968002069999997, -118.12090614)"
159582,90240,8261 BLANDWOOD RD  DOWNEY CA  90240,$374964.00,720,2,1,1949,20176367020004,2016-06-22,house,no,"(33.962445610000003, -118.11608115999999)"
159586,90240,8217 BROOKGREEN RD  DOWNEY CA  90240,$415463.00,1487,4,3,1984,20176367021013,2016-06-02,house,no,"(33.963724470000002, -118.11648627)"
159617,90660,8236 CRIDER AVE  PICO RIVERA CA  90660,$391170.00,862,2,1,1950,20176368010005,2016-06-17,house,no,"(33.969472459999999, -118.11649697999999)"
159627,90660,8138 FERNADEL AVE  PICO RIVERA CA  90660,$44724.00,862,2,1,1950,20176368014006,2016-06-15,house,no,"(33.968668469999997, -118.11293286)"
159658,90660,7763 BOLLENBACHER DR  PICO RIVERA CA  90660,$387600.00,822,2,1,1950,20176369014024,2016-06-16,house,no,"(33.97366014, -118.11031785)"
159667,90660,8704 TROJAN ST  PICO RIVERA CA  90660,$417180.00,1058,3,1,1951,20176369018016,2016-06-30,house,no,"(33.974572969999997, -118.10810072)"
159679,90660,7748 CROSSWAY DR  PICO RIVERA CA  90660,$216121.00,1014,3,1,1950,20176369022007,2016-06-29,house,yes,"(33.973093570000003, -118.10804561)"
159695,90660,6230 NOROCO DR  PICO RIVERA CA  90660,$344325.00,882,2,1,1950,20176370005036,2016-06-24,house,no,"(33.990643759999998, -118.09644679)"
159755,90660,8629 MINES AVE  PICO RIVERA CA  90660,$416160.00,1392,2,2,1952,20176371011001,2016-06-16,house,no,"(33.99497564, -118.09400091000001)"
159761,90660,8902 COOLHURST DR  PICO RIVERA CA  90660,$375124.00,1321,3,2,1960,20176371014007,2016-06-29,house,no,"(33.99025408, -118.09333829000001)"
159763,90660,6155 MANZANAR AVE  PICO RIVERA CA  90660,$404262.00,2015,2,3,1967,20176371019015,2016-06-15,house,no,"(33.992501369999999, -118.09545186)"
159776,90660,5319 MANZANAR AVE  PICO RIVERA CA  90660,$262346.00,1744,4,2,1973,20176372010010,2016-06-13,house,no,"(33.996994770000001, -118.08666875)"
159781,90660,8931 BEXLEY DR  PICO RIVERA CA  90660,$474300.00,1514,4,2,1954,20176372012020,2016-06-09,house,no,"(33.995643729999998, -118.08650637)"
159786,90660,5217 LOS TOROS AVE  PICO RIVERA CA  90660,$382500.00,862,2,1,1950,20176372015009,2016-06-28,house,no,"(33.99941638, -118.08809981)"
159797,90660,5515 BRIDGEVIEW AVE  PICO RIVERA CA  90660,$397800.00,1067,2,1,1965,20176372023019,2016-06-16,house,no,"(33.995844700000006, -118.08980622999999)"
159834,90660,4819 PINE ST  PICO RIVERA CA  90660,$355980.00,775,2,1,1931,20176373011020,2016-06-30,house,no,"(34.006586589999998, -118.09048733)"
159855,90660,9140 OLYMPIC BLVD  PICO RIVERA CA  90660,$336648.00,1839,3,3,1938,20176374007001,2016-06-03,house,no,"(34.004824030000002, -118.08020122000001)"
159888,90660,8749 ELBA ST  PICO RIVERA CA  90660,$351900.00,852,2,1,1947,20176374034010,2016-06-16,house,no,"(34.00788489, -118.08459845)"
159894,90660,9306 OLYMPIC BLVD  PICO RIVERA CA  90660,$258044.00,832,2,1,1931,20176375003018,2016-06-17,house,no,"(34.004437379999999, -118.07734766999999)"
159900,90660,9435 WALNUT AVE  PICO RIVERA CA  90660,$33319.00,758,2,1,1929,20176375006018,2016-06-02,house,no,"(34.003956840000001, -118.07428315999999)"
159904,90660,4935 PASSONS BLVD  PICO RIVERA CA  90660,$1934900.00,22155,38,36,1963,20176375018003,2016-06-07,house,no,"(33.99998867, -118.07779935000001)"
159909,90660,4950 PASSONS BLVD  PICO RIVERA CA  90660,$133853.00,1431,4,2,1949,20176375022019,2016-06-27,house,no,"(33.999380760000001, -118.07723941)"
159933,90660,9536 HOLBROOK ST  PICO RIVERA CA  90660,$424300.00,1291,3,2,1953,20176376009037,2016-06-15,house,no,"(33.993981609999999, -118.07704740000001)"
159934,90660,9414 LOCH AVON DR  PICO RIVERA CA  90660,$413100.00,1060,2,1,1948,20176376010022,2016-06-29,house,no,"(33.994398029999999, -118.07989065)"
159944,90660,9540 BEXLEY DR  PICO RIVERA CA  90660,$324947.00,1629,3,2,1955,20176376013039,2016-06-20,house,no,"(33.991366159999998, -118.07851348)"
159948,90660,9457 REICHLING LN  PICO RIVERA CA  90660,$313851.00,1190,2,1,1950,20176376016020,2016-06-21,house,no,"(33.991046470000001, -118.08042187)"
159953,90660,9545 BRADHURST ST  PICO RIVERA CA  90660,$387600.00,851,2,1,1950,20176376018028,2016-06-23,house,no,"(33.989190229999998, -118.07976841)"
159956,90660,9408 ALDRICH ST  PICO RIVERA CA  90660,$437580.00,1270,3,2,1958,20176376020015,2016-06-20,house,no,"(33.989398629999997, -118.08318700000001)"
159970,90660,9540 MONTANA CALVA CIR  PICO RIVERA CA  90660,$368888.00,1366,4,2,1987,20176376027022,2016-06-28,house,no,"(33.996180119999998, -118.07468362)"
159980,90660,9241 ALMO ST  PICO RIVERA CA  90660,$471240.00,1520,3,1,1938,20176377008003,2016-06-10,house,no,"(33.997164249999997, -118.08089414)"
159982,90660,9209 LOCH AVON DR  PICO RIVERA CA  90660,$234877.00,1328,3,1,1957,20176377011014,2016-06-06,house,no,"(33.996262489999999, -118.08280320000001)"
159998,90660,5507 LEMORAN AVE  PICO RIVERA CA  90660,$108661.00,1204,3,2,1951,20176377019002,2016-06-01,house,no,"(33.992482279999997, -118.08297044)"
160001,90660,5407 PASSONS BLVD  PICO RIVERA CA  90660,$427380.00,1076,3,1,1950,20176377020008,2016-06-30,house,no,"(33.993400080000001, -118.08145411)"
160002,90660,5402 LEMORAN AVE  PICO RIVERA CA  90660,$470730.00,1084,3,2,1951,20176377020016,2016-06-22,house,no,"(33.993397590000001, -118.08184435)"
160029,90660,6533 BONNIE VALE AVE  PICO RIVERA CA  90660,$87747.00,1430,3,1,1961,20176378012020,2016-06-27,house,no,"(33.98506098, -118.09240610000001)"
160042,90660,9100 HOMEBROOK ST  PICO RIVERA CA  90660,$191746.00,948,3,1,1955,20176378021009,2016-06-21,house,no,"(33.984908859999997, -118.0930372)"
160049,90660,6636 LINDSEY AVE  PICO RIVERA CA  90660,$81701.00,1884,4,3,1954,20176378025006,2016-06-29,house,yes,"(33.982721380000001, -118.09102521)"
160063,90660,6206 EGLISE AVE  PICO RIVERA CA  90660,$382500.00,1190,4,1,1968,20176379011007,2016-06-10,house,no,"(33.986444579999997, -118.08416149)"
160078,90660,6309 CORD AVE  PICO RIVERA CA  90660,$343963.00,1555,3,2,1966,20176379018008,2016-06-16,house,no,"(33.98493972, -118.08471342)"
160081,90660,9612 MARJORIE ST  PICO RIVERA CA  90660,$351900.00,802,2,1,1950,20176379021003,2016-06-21,house,no,"(33.983139289999997, -118.08418340999999)"
160090,90660,9418 HOMEBROOK ST  PICO RIVERA CA  90660,$426358.00,1402,2,2,1957,20176379025004,2016-06-28,house,no,"(33.982079069999998, -118.08739073)"
160105,90660,9675 GOODBEE ST  PICO RIVERA CA  90660,$219631.00,1214,3,1,1955,20176379030018,2016-06-30,house,yes,"(33.978828499999999, -118.08459687)"
160108,90660,9608 RUSHMORE ST  PICO RIVERA CA  90660,$43888.00,787,2,1,1949,20176379032002,2016-06-29,house,no,"(33.978612130000002, -118.08721466999999)"
160114,90660,6212 PICO VISTA RD  PICO RIVERA CA  90660,$469200.00,1752,3,2,1964,20176379035018,2016-06-20,house,no,"(33.984676299999997, -118.08117494)"
160132,90660,9329 CANFORD ST  PICO RIVERA CA  90660,$313002.00,1494,3,2,1953,20176381007022,2016-06-17,house,yes,"(33.977545399999997, -118.09241656)"
160134,90660,9242 CANFORD ST  PICO RIVERA CA  90660,$490620.00,1590,2,2,1964,20176381008021,2016-06-10,house,yes,"(33.977948550000001, -118.09411647)"
160140,90660,9072 NAN ST  PICO RIVERA CA  90660,$224305.00,1134,3,1,1953,20176381012006,2016-06-21,house,no,"(33.980496440000003, -118.09738109999999)"
160159,90660,9202 ABBOTSFORD RD  PICO RIVERA CA  90660,$347501.00,834,2,1,1951,20176381021029,2016-06-07,house,no,"(33.977454100000003, -118.0961348)"
160162,90660,9315 BASCOM ST  PICO RIVERA CA  90660,$352087.00,933,2,1,1950,20176381025006,2016-06-10,house,no,"(33.972913140000003, -118.09632329)"
160163,90660,9319 BASCOM ST  PICO RIVERA CA  90660,$448800.00,1508,2,2,1952,20176381025007,2016-06-14,house,no,"(33.9728438, -118.09618164)"
160179,90660,7127 BLOSSOM CT  PICO RIVERA CA  90660,$489600.00,1767,3,3,1996,20176381031013,2016-06-22,pud,no,"(33.980908190000001, -118.09840576000001)"
160195,90660,9321 SIERRA VISTA CIR  PICO RIVERA CA  90660,$259203.00,1679,4,3,1997,20176382005060,2016-06-10,pud,no,"(33.967190520000003, -118.09851644)"
160204,90660,7560 SERAPIS AVE  PICO RIVERA CA  90660,$357000.00,1094,3,1,1950,20176382012038,2016-06-15,house,no,"(33.972240749999997, -118.09955476)"
160205,90660,7565 LOCH ALENE AVE  PICO RIVERA CA  90660,$233377.00,1000,3,1,1950,20176382012039,2016-06-30,house,no,"(33.97208337, -118.09932413)"
160232,90660,9312 MYRON ST  PICO RIVERA CA  90660,$606900.00,2189,4,3,1958,20176382032007,2016-06-27,house,no,"(33.965966870000003, -118.09915352)"
160244,90660,9741 LOCHINVAR DR  PICO RIVERA CA  90660,$484500.00,1482,3,2,1957,20176383003010,2016-06-06,house,no,"(33.9757885, -118.08509385000001)"
160249,90660,9443 NAN ST  PICO RIVERA CA  90660,$137237.00,846,2,1,1949,20176383006027,2016-06-20,house,no,"(33.977489050000003, -118.08988995999999)"
160262,90660,9533 SCHOOLING RD  PICO RIVERA CA  90660,$469200.00,1389,3,1,1952,20176383017017,2016-06-30,house,yes,"(33.975883860000003, -118.09026082)"
160272,90660,7321 EGLISE AVE  PICO RIVERA CA  90660,$461000.00,1247,2,1,1964,20176383021024,2016-06-24,house,no,"(33.973634420000003, -118.09339996)"
160291,90660,9500 BASCOM ST  PICO RIVERA CA  90660,$365098.00,1215,4,2,1956,20176383029015,2016-06-30,house,no,"(33.971420680000001, -118.09395185)"
160327,90660,9655 AERO DR  PICO RIVERA CA  90660,$78240.00,1242,4,2,1958,20176384015008,2016-06-22,house,yes,"(33.963889000000002, -118.09299944999999)"
160339,90660,9414 AERO DR  PICO RIVERA CA  90660,$453900.00,1202,4,2,1954,20176384017023,2016-06-01,house,no,"(33.965028439999998, -118.09817639000001)"
160343,90660,9740 SHADE LN  PICO RIVERA CA  90660,$74515.00,1977,3,2,1958,20176384021038,2016-06-02,house,no,"(33.96235995, -118.09218875000001)"
160349,90660,9722 MAXINE ST  PICO RIVERA CA  90660,$282478.00,1051,3,1,1953,20176384027005,2016-06-10,house,no,"(33.961120059999999, -118.09343878)"
160360,90660,8339 GREENVALE AVE  PICO RIVERA CA  90660,$418200.00,1180,2,2,1952,20176385005008,2016-06-10,house,no,"(33.957988799999995, -118.09079491)"
160370,90660,9607 FLORPARK ST  PICO RIVERA CA  90660,$235089.00,1359,3,1,1963,20176385011032,2016-06-02,house,no,"(33.956285309999998, -118.09635130000001)"
160380,90660,9715 WHITELAND ST  PICO RIVERA CA  90660,$188924.00,796,2,1,1950,20176385018021,2016-06-21,house,no,"(33.955471979999999, -118.09492179)"
160381,90660,8725 CLARINDA AVE  PICO RIVERA CA  90660,$105062.00,2118,3,2,1952,20176385020010,2016-06-15,house,yes,"(33.955290359999999, -118.09599924)"
160389,90660,8807 DALEWOOD AVE  PICO RIVERA CA  90660,$175834.00,1565,3,1,1975,20176385024013,2016-06-17,house,no,"(33.954246410000003, -118.09401982)"
160393,90660,8916 DALEWOOD AVE  PICO RIVERA CA  90660,$55927.00,1149,3,1,1957,20176385026015,2016-06-09,house,no,"(33.951746710000002, -118.09526113)"
160398,90660,8843 DALEWOOD AVE  PICO RIVERA CA  90660,$501840.00,1447,4,2,1959,20176385026033,2016-06-14,house,no,"(33.953446579999998, -118.09480743)"
160446,90660,8821 KLINEDALE AVE  PICO RIVERA CA  90660,$335497.00,1284,3,2,1953,20176386024032,2016-06-23,house,no,"(33.954766630000002, -118.09748084)"
160462,90660,9322 LA DOCENA LN  PICO RIVERA CA  90660,$426360.00,1013,2,1,1954,20176387011002,2016-06-23,house,no,"(33.962348519999999, -118.10127126)"
160485,90240,"8901 SERAPIS AVE, NO 28  DOWNEY CA  90240",$290844.00,1505,3,3,1987,20176388005035,2016-06-27,pud,no,"(33.957664260000001, -118.10801483)"
160491,90240,9026 PASSONS BLVD  DOWNEY CA  90240,$340334.00,1109,2,2,1953,20176388009018,2016-06-01,house,no,"(33.95439202, -118.10394383000001)"
160495,90240,9074 BUHMAN AVE  DOWNEY CA  90240,$469200.00,1104,3,2,1952,20176388010028,2016-06-17,house,no,"(33.952727930000002, -118.1040155)"
160538,90240,9479 TRUE AVE  DOWNEY CA  90240,$448800.00,1110,3,1,1956,20176388032002,2016-06-23,house,no,"(33.94746584, -118.10015138999999)"
160539,90240,9485 TRUE AVE  DOWNEY CA  90240,$299579.00,1110,3,1,1956,20176388032003,2016-06-30,house,no,"(33.947319559999997, -118.10025877)"
